Date,simple_week,simple_day,simple_month,Open,KOR_short_ir,Dollar_index,Dowjones_index,Dow_medibio_index,Dow_medical_index,Nasdaq_index,Kosdaq_index,Kosdaq_trans,Kosdaq_medical_index,Kosdaq_medical_trans,Kospi_trans,new_confirm,agg_confirm,new_death,agg_confirm,new_confirm_t1,agg_confirm_t1,new_death_t1,agg_confirm_t1,new_confirm_t2,agg_confirm_t2,new_death_t2,agg_confirm_t2,keyword_cvd19,keyword_confirm,keyword_death,keyword_cvd19t1,keyword_confirmt1,keyword_deatht1,keyword_cvd19t2,keyword_confirmt2,keyword_deatht2,kospi_index
2019-05-31,22,6,5,1,1.75,0.75,0.26,0.15,0.31,0.25,0.32,0.19,0.31,0.64,0.33,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.2
2019-06-01,22,7,6,0,1.75,0.75,0.26,0.15,0.31,0.25,0.32,0.19,0.31,0.64,0.33,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.2
2019-06-02,23,1,6,0,1.75,0.75,0.26,0.15,0.31,0.25,0.32,0.19,0.31,0.64,0.33,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.2
2019-06-03,23,2,6,1,1.75,0.68,0.26,0.18,0.35,0.22,0.33,0.19,0.32,0.47,0.26,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.25
2019-06-04,23,3,6,1,1.75,0.67,0.37,0.24,0.44,0.27,0.35,0.2,0.34,0.43,0.32,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.24
2019-06-05,23,4,6,1,1.75,0.7,0.41,0.26,0.45,0.28,0.37,0.17,0.32,0.3,0.25,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.25
2019-06-06,23,5,6,0,1.75,0.67,0.46,0.26,0.48,0.29,0.37,0.17,0.32,0.3,0.25,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.25
2019-06-07,23,6,6,1,1.75,0.6,0.52,0.32,0.55,0.33,0.4,0.24,0.33,0.22,0.23,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.25
2019-06-08,23,7,6,0,1.75,0.6,0.52,0.32,0.55,0.33,0.4,0.24,0.33,0.22,0.23,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.25
2019-06-09,24,1,6,0,1.75,0.62,0.52,0.32,0.55,0.33,0.4,0.24,0.33,0.22,0.23,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.25
2019-06-10,24,2,6,1,1.75,0.63,0.54,0.31,0.53,0.35,0.42,0.27,0.32,0.2,0.35,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2019-06-11,24,3,6,1,1.75,0.62,0.54,0.31,0.53,0.35,0.46,0.38,0.35,0.2,0.49,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.33
2019-06-12,24,4,6,1,1.75,0.66,0.52,0.36,0.6,0.34,0.44,0.24,0.33,0.22,0.7,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.32
2019-06-13,24,5,6,1,1.75,0.66,0.55,0.33,0.54,0.36,0.45,0.33,0.33,0.24,0.49,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.31
2019-06-14,24,6,6,1,1.75,0.73,0.55,0.31,0.52,0.34,0.43,0.34,0.32,0.21,0.37,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2019-06-15,24,7,6,0,1.75,0.73,0.55,0.31,0.52,0.34,0.43,0.34,0.32,0.21,0.37,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2019-06-16,25,1,6,0,1.75,0.73,0.55,0.31,0.52,0.34,0.43,0.34,0.32,0.21,0.37,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2019-06-17,25,2,6,1,1.75,0.73,0.55,0.35,0.54,0.36,0.42,0.27,0.29,0.2,0.51,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.29
2019-06-18,25,3,6,1,1.75,0.74,0.63,0.4,0.59,0.39,0.4,0.52,0.26,0.27,0.57,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2019-06-19,25,4,6,1,1.75,0.68,0.64,0.45,0.64,0.4,0.41,0.46,0.27,0.21,0.88,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.35
2019-06-20,25,5,6,1,1.75,0.61,0.7,0.48,0.66,0.42,0.45,0.48,0.3,0.18,0.96,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.37
2019-06-21,25,6,6,1,1.75,0.55,0.69,0.5,0.67,0.42,0.43,0.57,0.29,0.2,0.7,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.36
2019-06-22,25,7,6,0,1.75,0.55,0.69,0.5,0.67,0.42,0.43,0.57,0.29,0.2,0.7,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.36
2019-06-23,26,1,6,0,1.75,0.54,0.69,0.5,0.67,0.42,0.43,0.57,0.29,0.2,0.7,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.36
2019-06-24,26,2,6,1,1.75,0.52,0.69,0.46,0.66,0.41,0.41,0.41,0.28,0.18,0.67,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.36
2019-06-25,26,3,6,1,1.75,0.54,0.65,0.44,0.73,0.37,0.38,0.53,0.25,0.21,0.63,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.35
2019-06-26,26,4,6,1,1.75,0.55,0.65,0.37,0.63,0.38,0.38,0.46,0.25,0.18,0.75,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.35
2019-06-27,26,5,6,1,1.75,0.55,0.65,0.4,0.64,0.4,0.33,0.4,0.23,0.31,0.63,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.37
2019-06-28,26,6,6,1,1.75,0.54,0.66,0.43,0.63,0.41,0.3,0.29,0.21,0.28,0.47,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.37
2019-06-29,26,7,6,0,1.75,0.54,0.66,0.43,0.63,0.41,0.3,0.29,0.21,0.28,0.47,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.37
2019-06-30,27,1,6,0,1.75,0.57,0.66,0.43,0.63,0.41,0.3,0.29,0.21,0.28,0.47,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.37
2019-07-01,27,2,7,1,1.75,0.64,0.69,0.47,0.67,0.43,0.32,0.25,0.24,0.19,0.29,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.36
2019-07-02,27,3,7,1,1.75,0.62,0.7,0.51,0.71,0.44,0.32,0.22,0.23,0.17,0.36,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.35
2019-07-03,27,4,7,1,1.75,0.63,0.74,0.56,0.76,0.46,0.31,0.21,0.23,0.25,0.45,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2019-07-04,27,5,7,1,1.75,0.63,0.74,0.56,0.76,0.46,0.3,0.27,0.21,0.24,0.34,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.32
2019-07-05,27,6,7,1,1.75,0.7,0.73,0.48,0.7,0.46,0.32,0.25,0.23,0.2,0.35,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.33
2019-07-06,27,7,7,0,1.75,0.7,0.73,0.48,0.7,0.46,0.32,0.25,0.23,0.2,0.35,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.33
2019-07-07,28,1,7,0,1.75,0.69,0.73,0.48,0.7,0.46,0.32,0.25,0.23,0.2,0.35,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.33
2019-07-08,28,2,7,1,1.75,0.71,0.71,0.42,0.65,0.44,0.23,0.27,0.18,0.23,0.44,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.24
2019-07-09,28,3,7,1,1.75,0.72,0.7,0.45,0.68,0.45,0.19,0.37,0.16,0.22,0.33,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.22
2019-07-10,28,4,7,1,1.75,0.67,0.72,0.46,0.7,0.47,0.22,0.28,0.18,0.19,0.22,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.23
2019-07-11,28,5,7,1,1.75,0.67,0.76,0.36,0.58,0.47,0.25,0.29,0.19,0.26,0.24,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.27
2019-07-12,28,6,7,1,1.75,0.64,0.81,0.26,0.45,0.48,0.27,0.25,0.19,0.19,0.28,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.28
2019-07-13,28,7,7,0,1.75,0.64,0.81,0.26,0.45,0.48,0.27,0.25,0.19,0.19,0.28,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.28
2019-07-14,29,1,7,0,1.75,0.64,0.81,0.26,0.45,0.48,0.27,0.25,0.19,0.19,0.28,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.28
2019-07-15,29,2,7,1,1.75,0.65,0.81,0.29,0.49,0.49,0.25,0.24,0.17,0.18,0.36,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.27
2019-07-16,29,3,7,1,1.75,0.71,0.81,0.26,0.46,0.48,0.25,0.32,0.18,0.34,0.68,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.29
2019-07-17,29,4,7,1,1.75,0.69,0.79,0.25,0.44,0.46,0.22,0.39,0.17,0.26,0.78,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.25
2019-07-18,29,5,7,1,1.5,0.63,0.79,0.28,0.47,0.47,0.22,0.33,0.16,0.21,0.34,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.24
2019-07-19,29,6,7,1,1.5,0.68,0.78,0.23,0.41,0.45,0.24,0.27,0.18,0.48,0.27,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.29
2019-07-20,29,7,7,0,1.5,0.68,0.78,0.23,0.41,0.45,0.24,0.27,0.18,0.48,0.27,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.29
2019-07-21,30,1,7,0,1.5,0.68,0.78,0.23,0.41,0.45,0.24,0.27,0.18,0.48,0.27,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.29
2019-07-22,30,2,7,1,1.5,0.69,0.78,0.22,0.39,0.47,0.25,0.19,0.17,0.2,0.19,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.29
2019-07-23,30,3,7,1,1.5,0.75,0.81,0.24,0.42,0.48,0.23,0.38,0.16,0.19,0.64,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.31
2019-07-24,30,4,7,1,1.5,0.75,0.8,0.24,0.42,0.51,0.2,0.45,0.15,0.18,0.87,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.27
2019-07-25,30,5,7,1,1.5,0.76,0.77,0.23,0.44,0.48,0.18,0.36,0.14,0.19,0.56,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.26
2019-07-26,30,6,7,1,1.5,0.78,0.78,0.25,0.45,0.51,0.16,0.37,0.12,0.22,0.55,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.24
2019-07-27,30,7,7,0,1.5,0.78,0.78,0.25,0.45,0.51,0.16,0.37,0.12,0.22,0.55,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.24
2019-07-28,31,1,7,0,1.5,0.78,0.78,0.25,0.45,0.51,0.16,0.37,0.12,0.22,0.55,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.24
2019-07-29,31,2,7,1,1.5,0.78,0.79,0.25,0.46,0.5,0.1,0.3,0.1,0.22,0.58,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.19
2019-07-30,31,3,7,1,1.5,0.79,0.78,0.22,0.38,0.49,0.11,0.24,0.1,0.2,0.48,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.2
2019-07-31,31,4,7,1,1.5,0.83,0.72,0.2,0.35,0.46,0.12,0.28,0.11,0.21,0.55,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.18
2019-08-01,31,5,8,1,1.5,0.82,0.66,0.22,0.36,0.44,0.11,0.22,0.11,0.22,0.36,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.17
2019-08-02,31,6,8,1,1.5,0.79,0.64,0.22,0.38,0.41,0.09,0.16,0.1,0.19,0.32,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.14
2019-08-03,31,7,8,0,1.5,0.79,0.64,0.22,0.38,0.41,0.09,0.16,0.1,0.19,0.32,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.14
2019-08-04,32,1,8,0,1.5,0.79,0.64,0.22,0.38,0.41,0.09,0.16,0.1,0.19,0.32,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.14
2019-08-05,32,2,8,1,1.5,0.73,0.46,0.14,0.29,0.32,0.04,0.32,0.05,0.27,0.62,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.09
2019-08-06,32,3,8,1,1.5,0.74,0.53,0.18,0.34,0.35,0.02,0.45,0.04,0.32,0.76,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.07
2019-08-07,32,4,8,1,1.5,0.73,0.53,0.17,0.33,0.36,0.03,0.33,0.04,0.29,0.78,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.06
2019-08-08,32,5,8,1,1.5,0.74,0.61,0.23,0.39,0.42,0.05,0.41,0.05,0.21,0.8,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.07
2019-08-09,32,6,8,1,1.5,0.72,0.59,0.23,0.39,0.39,0.06,0.22,0.05,0.2,0.65,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.08
2019-08-10,32,7,8,0,1.5,0.72,0.59,0.23,0.39,0.39,0.06,0.22,0.05,0.2,0.65,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.08
2019-08-11,33,1,8,0,1.5,0.72,0.59,0.23,0.39,0.39,0.06,0.22,0.05,0.2,0.65,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.08
2019-08-12,33,2,8,1,1.5,0.71,0.5,0.2,0.35,0.36,0.06,0.23,0.05,0.21,0.31,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.08
2019-08-13,33,3,8,1,1.5,0.76,0.59,0.23,0.39,0.41,0.06,0.27,0.05,0.18,0.65,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.07
2019-08-14,33,4,8,1,1.5,0.78,0.4,0.13,0.25,0.34,0.07,0.3,0.05,0.2,0.71,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.08
2019-08-15,33,5,8,0,1.5,0.8,0.42,0.14,0.26,0.33,0.07,0.3,0.05,0.2,0.71,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.08
2019-08-16,33,6,8,1,1.5,0.8,0.5,0.19,0.31,0.37,0.06,0.21,0.05,0.19,0.3,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.07
2019-08-17,33,7,8,0,1.5,0.8,0.5,0.19,0.31,0.37,0.06,0.21,0.05,0.19,0.3,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.07
2019-08-18,34,1,8,0,1.5,0.8,0.5,0.19,0.31,0.37,0.06,0.21,0.05,0.19,0.3,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.07
2019-08-19,34,2,8,1,1.5,0.82,0.56,0.23,0.37,0.41,0.06,0.23,0.05,0.17,0.39,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.08
2019-08-20,34,3,8,1,1.5,0.8,0.51,0.19,0.31,0.39,0.08,0.4,0.06,0.21,0.36,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.1
2019-08-21,34,4,8,1,1.5,0.81,0.57,0.23,0.36,0.41,0.09,0.32,0.08,0.32,0.26,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.11
2019-08-22,34,5,8,1,1.5,0.8,0.58,0.22,0.35,0.4,0.09,0.34,0.07,0.25,0.32,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.09
2019-08-23,34,6,8,1,1.5,0.74,0.43,0.13,0.24,0.33,0.08,0.23,0.07,0.24,0.25,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.09
2019-08-24,34,7,8,0,1.5,0.74,0.43,0.13,0.24,0.33,0.08,0.23,0.07,0.24,0.25,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.09
2019-08-25,35,1,8,0,1.5,0.74,0.43,0.13,0.24,0.33,0.08,0.23,0.07,0.24,0.25,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.09
2019-08-26,35,2,8,1,1.5,0.79,0.5,0.17,0.29,0.36,0.05,0.23,0.05,0.32,0.19,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.06
2019-08-27,35,3,8,1,1.5,0.78,0.47,0.16,0.29,0.35,0.05,0.19,0.05,0.21,0.31,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.07
2019-08-28,35,4,8,1,1.5,0.8,0.53,0.18,0.31,0.36,0.07,0.22,0.07,0.26,0.15,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.08
2019-08-29,35,5,8,1,1.5,0.83,0.61,0.19,0.32,0.4,0.07,0.21,0.07,0.3,0.15,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.08
2019-08-30,35,6,8,1,1.5,0.87,0.62,0.18,0.33,0.39,0.09,0.29,0.07,0.21,0.18,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.11
2019-08-31,35,7,8,0,1.5,0.87,0.62,0.18,0.33,0.39,0.09,0.29,0.07,0.21,0.18,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.11
